Stop ID Number,Stop Abbreviation,StopName,Shelter,Bench,Route Number,Route Name,Mapped Location,Council District Outlines (GIS),Zip Codes (GIS),Davidson County Border (GIS),Service Districts (GIS),:@computed_region_cfa7_hbpz,:@computed_region_sjpq_96s8,:@computed_region_f73m_vb2k,:@computed_region_c9xn_skx3,:@computed_region_gisn_y5cm,:@computed_region_v3ji_vzam
1168,HWYBAPWM,HWY 70 S & BAPTIST BELLEVUE MEDICAL WB,false,false,5,WEST END - BELLEVUE,"(36.078625, -86.950365)",31,32,1,2,,16173,5,31,8,2005
2039,WESMUREF,WEST END AVE & MURPHY RD EB,false,true,5,WEST END - BELLEVUE,"(36.139641, -86.818647)",19,40,1,1,,30406,6,12,5,2005
2020,WESACKWN,WEST END AVE & ACKLEN PARK DR WB,false,true,5,WEST END - BELLEVUE,"(36.14094, -86.817421)",25,40,1,1,,30406,6,15,5,2005
2010,WES25AEN,WEST END AVE & 25TH AVE S EB,false,true,5,WEST END - BELLEVUE,"(36.146854, -86.808497)",19,40,1,1,,30406,6,12,5,2005
2849,H70BROSN,HWY 70 S & BROOK HOLLOW RD WB,false,false,5,WEST END - BELLEVUE,"(36.094481, -86.881661)",32,5,1,1,,30816,5,32,8,2005
2012,WES27AWN,WEST END AVE & 27TH AVE S WB,false,true,5,WEST END - BELLEVUE,"(36.145603, -86.811367)",25,40,1,1,,30406,6,15,5,2005
1066,HARHAREN,HARDING PIKE & HARDING PL EB,false,true,5,WEST END - BELLEVUE,"(36.101951, -86.870292)",32,5,1,1,,30816,6,32,8,2005
1841,SAWPLANM,SAWYER BROWN RD & PLANTATION DR NB,false,false,5,WEST END - BELLEVUE,"(36.074926, -86.945975)",31,32,1,2,597,16173,5,31,8,2005
2846,HARDAVWF,HARDING PIKE & DAVIDSON RD WB,false,false,5,WEST END - BELLEVUE,"(36.114971, -86.86133)",32,5,1,2,,30816,6,32,8,2005
1193,HWYSAWEN,HWY 70 S & SAWYER BROWN RD EB,false,true,5,WEST END - BELLEVUE,"(36.076953, -86.94581)",31,32,1,2,,16173,5,31,8,2005
1089,HARSTTWM,HARDING PIKE & ST. THOMAS HOSPITAL,false,false,5,WEST END - BELLEVUE,"(36.128612, -86.842089)",10,5,1,1,,30816,5,22,8,2005
1949,TODSAWWN,TODD PREIS DR & SAWYER BROWN RD WB,false,false,5,WEST END - BELLEVUE,"(36.071116, -86.946832)",31,32,1,2,597,16173,5,31,8,2005
2858,H70BELWN,HWY 70 S & BELLEVUE RD WB,false,false,5,WEST END - BELLEVUE,"(36.07547, -86.940301)",31,32,1,2,,16173,5,31,8,2005
4244,CHA6AEN,CHARLOTTE AVE & 6TH AVE EB,false,false,5,WEST END - BELLEVUE,"(36.165233, -86.783252)",20,1,1,1,,16571,7,13,1,2005
4428,MCC5_5,MUSIC CITY CENTRAL 5TH - BAY 5,true,false,5,WEST END - BELLEVUE,"(36.166456, -86.781188)",20,1,1,1,50,16169,7,13,1,2005
1998,WES19AWN,WEST END AVE & 19TH AVE N WB,false,true,5,WEST END - BELLEVUE,"(36.152427, -86.797305)",25,40,1,1,,30406,7,15,5,2005
4863,WES18AWN,WEST END AVE & 18TH AVE N WB,false,true,5,WEST END - BELLEVUE,"(36.153162, -86.795938)",25,40,1,1,,30406,7,15,5,2005
2042,HARWOOEM,HARDING PIKE & WOODLAWN DR EB,true,true,5,WEST END - BELLEVUE,"(36.128439, -86.842138)",10,5,1,1,,30816,6,22,8,2005
4588,BRO12AEF,BROADWAY AVE & 12TH AVE EB,false,true,5,WEST END - BELLEVUE,"(36.15665, -86.787086)",20,40,1,1,,30406,7,13,1,2005
2000,WES20AWN,WEST END AVE & 20TH AVE S WB,false,false,5,WEST END - BELLEVUE,"(36.15149, -86.799212)",25,40,1,1,,30406,7,15,5,2005
1076,HARLYNWF,HARDING PIKE & LYNNWOOD BLVD WB,false,false,5,WEST END - BELLEVUE,"(36.121236, -86.852861)",32,5,1,2,,30816,5,32,8,2005
1993,WES16AEN,WEST END AVE & 16TH AVE S EB,false,true,5,WEST END - BELLEVUE,"(36.154016, -86.793374)",20,40,1,1,,30406,7,13,5,2005
1094,HARVINEN,HARDING PIKE & VINE CT EB,false,false,5,WEST END - BELLEVUE,"(36.129645, -86.83965)",10,5,1,1,,30816,6,22,8,2005
4542,MONTVIEW,HWY 70 S & MONTVIEW CONDOS WB,false,false,5,WEST END - BELLEVUE,"(36.079646, -86.904175)",32,32,1,2,,16173,5,32,8,2005
2863,TODBELEN,TODD PRIES DR & BELLEVUE RD EB,false,false,5,WEST END - BELLEVUE,"(36.068842, -86.94152)",31,32,1,2,,16173,5,31,8,2005
2048,HARWOOEN,HARDING PIKE & WOODLAWN DR EB,false,true,5,WEST END - BELLEVUE,"(36.127362, -86.844086)",10,5,1,1,,30816,6,22,8,2005
1948,TODDORWN,TODD PREIS DR & DORAL COUNTRY DR WB,false,false,5,WEST END - BELLEVUE,"(36.070275, -86.945187)",31,32,1,2,147,16173,5,31,8,2005
2871,H70PEREN,HWY 70 S & PERCY WARNER BLVD EB,false,false,5,WEST END - BELLEVUE,"(36.096279, -86.87764)",32,5,1,1,,30816,6,32,8,2005
263,8ABRONM,8TH AVE S & BROADWAY AVE NB,false,false,5,WEST END - BELLEVUE,"(36.159688, -86.782557)",20,40,1,1,50,30406,7,13,1,2005
2025,WESCHEWN,WEST END AVE & CHEROKEE RD WB,false,true,5,WEST END - BELLEVUE,"(36.130379, -86.837733)",10,5,1,1,,30816,5,22,8,2005
1186,STAPLES,HWY 70 S & STAPLES PARK-N-RIDE,false,false,5,WEST END - BELLEVUE,"(36.077513, -86.947762)",31,32,1,2,,16173,5,31,8,2005
2046,WESWILWM,WEST END AVE & WILSON BLVD WB,false,true,5,WEST END - BELLEVUE,"(36.131505, -86.834269)",10,5,1,1,,30816,5,22,8,2005
2001,WES20AEN,WEST END AVE & 20TH AVE S EB,false,true,5,WEST END - BELLEVUE,"(36.151248, -86.799394)",20,40,1,1,,30406,6,13,5,2005
2002,WES21AWN,WEST END AVE & 21ST AVE S WB,false,true,5,WEST END - BELLEVUE,"(36.150588, -86.801129)",25,40,1,1,,30406,7,15,5,2005
2004,WES23AWN,WEST END AVE & 23RD AVE S WB,true,false,5,WEST END - BELLEVUE,"(36.149007, -86.804449)",25,40,1,1,,30406,7,15,5,2005
1124,HERLEAEN,HERMITAGE AVE & LEA AVE EB,false,false,6,LEBANON PIKE,"(36.156645, -86.768808)",20,11,1,1,,15800,7,13,1,2005
1298,LEBDONEN,LEBANON PIKE & DONELSON PIKE EB,false,true,6,LEBANON PIKE,"(36.167637, -86.663513)",8,38,1,1,,15807,4,20,3,2005
2544,5AVGAYNN,5TH AVE N & GAY ST NB,false,false,6,LEBANON PIKE,"(36.167822, -86.783106)",20,1,1,1,50,16169,7,13,1,2005
1320,LEBJACSN,LEBANON PIKE & JACKSONIAN DR SB,true,false,6,LEBANON PIKE,"(36.193116, -86.623786)",7,44,1,2,,28805,4,19,3,2005
1314,LEBHICSN,LEBANON PIKE & HICKORY HILL LN SB,false,true,6,LEBANON PIKE,"(36.188494, -86.629154)",7,44,1,2,,28805,4,19,3,2005
1128,HERMIDSN,HERMITAGE AVE & MIDDLETON ST SB,false,true,6,LEBANON PIKE,"(36.155912, -86.767211)",20,11,1,1,,15800,7,13,1,2005
4430,MCC5_7,MUSIC CITY CENTRAL 5TH - BAY 7,true,true,6,LEBANON PIKE,"(36.166804, -86.781446)",20,1,1,1,50,16169,7,13,1,2005
1307,LEBGRAWN,LEBANON PIKE & GRAYLNN DR WB,false,false,6,LEBANON PIKE,"(36.169933, -86.674357)",8,38,1,1,,15807,4,20,3,2005
4421,MCC4_14,MUSIC CITY CENTRAL 4TH - BAY 14,true,true,6,LEBANON PIKE,"(36.166456, -86.781222)",20,1,1,1,50,16169,7,13,1,2005
4209,ANDRVWNN,ANDREW JACKSON PKWY & RACHELS VIEW NB,false,false,6,LEBANON PIKE,"(36.203505, -86.606656)",26,44,1,2,712,28805,4,16,3,2005
1345,LEBOLDNN,LEBANON PIKE & OLD HICKORY BLVD NB,false,true,6,LEBANON PIKE,"(36.197895, -86.620409)",7,44,1,2,,28805,4,19,3,2005
1302,LEBFAIEF,LEBANON PIKE & FAIRWAY DR EB,false,false,6,LEBANON PIKE,"(36.168884, -86.68186)",8,38,1,1,,15807,4,20,3,2005
506,BRO2AEN,BROADWAY AVE & 2ND AVE S EB,false,true,6,LEBANON PIKE,"(36.16173, -86.775429)",20,29,1,1,50,30396,7,13,1,2005
1363,LEBSWESF,LEBANON PIKE & SWEDEN DR SB,false,false,6,LEBANON PIKE,"(36.202056, -86.617119)",27,44,1,2,,28805,4,17,3,2005
1331,LEBMCGEF,LEBANON PIKE & MCGAVOCK PK EB,false,true,6,LEBANON PIKE,"(36.16954, -86.677259)",8,38,1,1,,15807,4,20,3,2005
4871,LEBHERSN,LEBANON PIKE & HERMITAGE RD SB,false,false,6,LEBANON PIKE,"(36.200433, -86.618581)",27,44,1,2,,28805,4,17,3,2005
2915,LEBMEDEF,LEBANON PIKE & MEDICAL DR EB,false,false,6,LEBANON PIKE,"(36.176823, -86.645222)",7,38,1,1,,15807,4,19,3,2005
1288,LEBCENEF,LEBANON PIKE & CENTRAL PK EB,false,false,6,LEBANON PIKE,"(36.186997, -86.63087)",7,44,1,2,,28805,4,19,3,2005
1291,LEBCLOEF,LEBANON PIKE & CLOVERNOOK DR EB,false,false,6,LEBANON PIKE,"(36.154874, -86.711963)",8,11,1,1,,15800,4,20,3,2005
1344,LEBLEBWM,LEBANON PIKE & LEBANON PIKE CIR WB,false,false,6,LEBANON PIKE,"(36.153806, -86.718351)",8,11,1,1,,15800,4,20,3,2005
1304,LEBFESEN,LEBANON PIKE & FESSLERS LN EB,false,true,6,LEBANON PIKE,"(36.154271, -86.742493)",20,11,1,1,,15800,7,13,3,2005
4454,LEBFAIWF,LEBANON PIKE & FAIRVIEW WB,false,false,6,LEBANON PIKE,"(36.16895, -86.683692)",8,38,1,1,,15807,4,20,3,2005
5255,LEBRIVEF,LEBANON PIKE & RIVERSTONE BLVD EB,false,false,6,LEBANON PIKE,"(36.170385, -86.653513)",7,38,1,1,,15807,4,19,3,2005
1120,HERDRIWN,HERMITAGE AVE & DRIFTWOOD ST WB,false,true,6,LEBANON PIKE,"(36.154819, -86.758375)",20,11,1,1,,15800,7,13,3,2005
1336,LEBSPEWM,LEBANON PIKE & SPENCE LN  WB,false,false,6,LEBANON PIKE,"(36.153425, -86.724436)",20,11,1,1,,15800,7,13,3,2005
319,ANDALBNN,ANDREW JACKSON PKWY & ALBANY DR NB,false,false,6,LEBANON PIKE,"(36.210434, -86.600197)",26,44,1,2,114,28805,4,16,3,2005
1358,LEBSPEEF,LEBANON PIKE & SPENCE LN EB,false,true,6,LEBANON PIKE,"(36.153637, -86.721111)",8,11,1,1,,15800,4,20,3,2005
324,ANDTRENN,ANDREW JACKSON PKWY & TRENTON DR NB,false,false,6,LEBANON PIKE,"(36.213487, -86.597721)",26,44,1,2,114,28805,4,16,3,2005
1346,LEBOLDWN,LEBANON PIKE & OLD LEBANON RD WB,false,false,6,LEBANON PIKE,"(36.167896, -86.663903)",8,38,1,1,,15807,4,20,3,2005
1324,LEBJACEM,LEBANON PIKE & JACKSON DOWNS BLVD E,false,false,6,LEBANON PIKE,"(36.18533, -86.636017)",7,38,1,1,,15807,4,19,3,2005
4662,4AARCADE,4TH AVE & ARCADE SB,false,false,6,LEBANON PIKE,"(36.164616, -86.779573)",20,1,1,1,50,16169,7,13,1,2005
1281,LEBANDWF,LEBANON PIKE & ANDREW JACKSON PKWY,false,true,6,LEBANON PIKE,"(36.215271, -86.598612)",27,44,1,2,,28805,4,17,3,2005
1343,LEBBRIWN,LEBANON PIKE & BRILEY PKWY WB,false,false,6,LEBANON PIKE,"(36.168806, -86.685747)",8,38,1,1,,15807,4,20,3,2005
2544,5AVGAYNN,5TH AVE N & GAY ST NB,false,false,6,LEBANON PIKE,"(36.167822, -86.783106)",20,1,1,1,50,16169,7,13,1,2005
4659,5AVDEANN,5TH AVE & DEADERICK ST NB,false,true,6,LEBANON PIKE,"(36.165072, -86.781345)",20,1,1,1,50,16571,7,13,1,2005
1330,LEBMCGEN,LEBANON PIKE & MCGAVOCK PK EB,false,true,6,LEBANON PIKE,"(36.169175, -86.680419)",8,38,1,1,,15807,4,20,3,2005
3873,HERPEAWN,HERMITAGE AVE & PEABODY ST WB,false,false,6,LEBANON PIKE,"(36.157392, -86.770331)",20,11,1,1,,15800,7,13,1,2005
3850,BRO2AWN,BROADWAY AVE & 2ND AVE N WB,false,true,6,LEBANON PIKE,"(36.161991, -86.775075)",20,29,1,1,50,30396,7,13,1,2005
4196,MCSDONEL,MUSIC CITY STAR DONELSON STATION,true,true,6,LEBANON PIKE,"(36.166943, -86.666117)",8,38,1,1,,15807,4,20,3,2005
4630,LEBCRAEN,LEBANON PIKE & CRAIGMEADE DR EB,false,false,6,LEBANON PIKE,"(36.167983, -86.691344)",8,38,1,1,,15807,4,20,3,2005
106,1AVDEMNN,1ST AVE S & DEMONBREUN ST NB,false,false,6,LEBANON PIKE,"(36.160067, -86.772871)",20,29,1,1,,30396,7,13,1,2005
2545,GAYJAMS,GAY ST & JAMES ROBERTSON PKWY SB,false,false,6,LEBANON PIKE,"(36.168179, -86.78213)",20,1,1,1,,16169,7,13,1,2005
4212,ANDHIGSN,ANDREW JACKSON PKWY & HIGHLAND VIEW DR SB,false,false,6,LEBANON PIKE,"(36.20704, -86.605671)",27,44,1,2,114,28805,4,17,3,2005
1295,LEBDISWN,LEBANON PIKE & DISPAYNE DR SB,false,false,6,LEBANON PIKE,"(36.172821, -86.649359)",7,38,1,1,,15807,4,19,3,2005
3456,4AVCOMSN,4TH AVE N & COMMERCE ST SB,false,false,6,LEBANON PIKE,"(36.162511, -86.778241)",20,1,1,1,50,16169,7,13,1,2005
1299,LEBDOWN,LEBANON PIKE & DOWNEY MEADE DR SB,false,true,6,LEBANON PIKE,"(36.181662, -86.642131)",7,38,1,1,,15807,4,19,3,2005
4435,MCC5_10,MUSIC CITY CENTRAL 5TH - BAY 10,true,true,6,LEBANON PIKE,"(36.16667, -86.78167)",20,1,1,1,50,16169,7,13,1,2005
1334,LEBMUNSN,LEBANON PIKE & MUNN RD SB,false,true,6,LEBANON PIKE,"(36.168906, -86.656096)",8,38,1,1,,15807,4,20,3,2005
5095,LEBOMHWN,LEBANON PIKE & OMOHUNDRO PL WB,false,false,6,LEBANON PIKE,"(36.154492, -86.739533)",20,11,1,1,,15800,7,13,3,2005
1293,LEBDANNN,LEBANON PIKE & DANYACREST AVE NB,false,true,6,LEBANON PIKE,"(36.179616, -86.64385)",7,38,1,1,,15807,4,19,3,2005
1125,HERLINWF,HERMITAGE AVE & LINDSLEY AVE WB,false,false,6,LEBANON PIKE,"(36.15508, -86.763995)",20,11,1,1,,15800,7,13,1,2005
1300,LEBFAIWN,LEBANON PIKE & FAIRWAY DR WB,false,false,6,LEBANON PIKE,"(36.169156, -86.682295)",8,38,1,1,,15807,4,20,3,2005
4615,5AVCHANN,5TH AVE & CHARLOTTE AVE NB,false,false,6,LEBANON PIKE,"(36.165679, -86.781727)",20,1,1,1,50,16571,7,13,1,2005
218,4AVCHUSN,4TH AVE N & CHURCH ST SB,false,true,6,LEBANON PIKE,"(36.163796, -86.779079)",20,1,1,1,50,16169,7,13,1,2005
2545,GAYJAMS,GAY ST & JAMES ROBERTSON PKWY SB,false,false,6,LEBANON PIKE,"(36.168179, -86.78213)",20,1,1,1,,16169,7,13,1,2005
1353,LEBSHUEN,LEBANON PIKE & SHUTE LN EB,false,true,6,LEBANON PIKE,"(36.214483, -86.604711)",27,44,1,2,,28805,4,17,3,2005
1284,LEBBELSF,LEBANON PIKE & BELINDA DR SB,false,false,6,LEBANON PIKE,"(36.204656, -86.614804)",27,44,1,2,205,28805,4,17,3,2005
499,BRO1AEN,BROADWAY AVE & 1ST AVE N EB,false,true,6,LEBANON PIKE,"(36.162205, -86.774492)",20,29,1,1,50,30396,7,13,1,2005
1122,HERCAUEM,HERMITAGE AVE & CAULEY AVE EB,false,false,6,LEBANON PIKE,"(36.154112, -86.745251)",20,11,1,1,,15800,7,13,3,2005
4535,1AVSHESN,1ST AVE & SHELBY PED BRIDGE SB,false,false,6,LEBANON PIKE,"(36.161491, -86.77392)",20,29,1,1,,30396,7,13,1,2005
4557,GXIFIVEN,FIVE POINTS STATION INBOUND,false,false,6,LEBANON PIKE,"(36.179675, -86.750244)",13,4,1,1,,15548,7,6,2,2005
1348,LEBOMDEN,LEBANON PIKE & OMOHUNDRO DR EB,false,false,6,LEBANON PIKE,"(36.156939, -86.709065)",8,11,1,1,,15800,4,20,3,2005
4198,LEBANDEN,LEBANON PIKE & ANDREW JACKSON PKWY,false,true,6,LEBANON PIKE,"(36.215056, -86.598446)",27,44,1,2,,28805,4,17,3,2005
1340,LEBDANSM,LEBANON PIKE & DANYACREST DR SB,false,false,6,LEBANON PIKE,"(36.178744, -86.64485)",7,38,1,1,,15807,4,19,3,2005
4210,ANDHIGNN,ANDREW JACKSON PKWY & HIGHLAND VIEW DR NB,false,false,6,LEBANON PIKE,"(36.206709, -86.605582)",26,44,1,2,,28805,4,16,3,2005
1315,LEBHIGNF,LEBANON PIKE & HIGHLAND VIEW DR NB,false,true,6,LEBANON PIKE,"(36.208022, -86.611178)",27,44,1,2,,28805,4,17,3,2005
1338,LEBBONWM,LEBANON PIKE & BONNABROOK DR SB,false,false,6,LEBANON PIKE,"(36.189506, -86.627722)",7,44,1,2,,28805,4,19,3,2005
4211,ANDDESSN,ANDREW JACKSON PKWY & DES MOINES DR SB,false,false,6,LEBANON PIKE,"(36.209748, -86.601994)",27,44,1,2,114,28805,4,17,3,2005
4197,MCSHERM,MUSIC CITY STAR HERMITAGE STATION,true,true,6,LEBANON PIKE,"(36.190235, -86.60561)",26,44,1,2,,28805,4,16,3,2005
2914,LEBDISEF,LEBANON PIKE & DISPAYNE DR EB,false,false,6,LEBANON PIKE,"(36.172506, -86.649527)",7,38,1,1,,15807,4,19,3,2005
3227,LEBOLDSF,LEBANON PIKE & OLD HICKORY BLVD SB,false,false,6,LEBANON PIKE,"(36.197061, -86.621058)",7,44,1,2,,28805,4,19,3,2005
1327,LEBLYNNN,LEBANON PIKE & LYNMEADE DR NB,false,false,6,LEBANON PIKE,"(36.161079, -86.701874)",8,11,1,1,,15800,4,20,3,2005
4435,MCC5_10,MUSIC CITY CENTRAL 5TH - BAY 10,true,true,6,LEBANON PIKE,"(36.16667, -86.78167)",20,1,1,1,50,16169,7,13,1,2005
1127,HERLITEN,HERMITAGE AVE & LITTLE GREEN ST EB,false,false,6,LEBANON PIKE,"(36.153209, -86.749504)",20,11,1,1,,15800,7,13,3,2005
1317,LEBHCKNM,LEBANON PIKE & HICKORY HILL LN NB,false,false,6,LEBANON PIKE,"(36.190017, -86.62654)",7,44,1,2,,28805,4,19,3,2005
2723,2AVCHUNN,2ND AVE N & CHURCH ST NB,false,false,6,LEBANON PIKE,"(36.164545, -86.776836)",20,29,1,1,50,30396,7,13,1,2005
4831,HERLINSN,HERMITAGE AVE & LINDSLEY AVE SB,false,false,6,LEBANON PIKE,"(36.154948, -86.76389)",20,11,1,1,,15800,7,13,1,2005
1309,LEBGRAEN,LEBANON PIKE & GRAYLYNN DR EB,false,false,6,LEBANON PIKE,"(36.169844, -86.674593)",8,38,1,1,,15807,4,20,3,2005
1321,LEBJUASN,LEBANON PIKE & JUAREZ DR NB,false,true,6,LEBANON PIKE,"(36.19301, -86.62348)",7,44,1,2,,28805,4,19,3,2005
1328,LEBLYNNM,LEBANON PIKE & LYNMEADE DR NB,false,false,6,LEBANON PIKE,"(36.162355, -86.700627)",8,11,1,1,,15800,4,20,3,2005
4430,MCC5_7,MUSIC CITY CENTRAL 5TH - BAY 7,true,true,6,LEBANON PIKE,"(36.166804, -86.781446)",20,1,1,1,50,16169,7,13,1,2005
4056,1AVKORSN,1ST AVE S & KOREAN VETS BLVD SB,false,true,6,LEBANON PIKE,"(36.15858, -86.772148)",20,29,1,1,,30396,7,13,1,2005
4391,LEBLISWN,LEBANON PIKE & LISA LN  WB,false,false,6,LEBANON PIKE,"(36.159527, -86.703951)",8,11,1,1,,15800,4,20,3,2005
4206,ANDTYLNN,ANDREW JACKSON PKWY & TYLER DR NB,false,false,6,LEBANON PIKE,"(36.197284, -86.608466)",26,44,1,2,,28805,4,16,3,2005
1339,LEBSTOWM,LEBANON PIKE & STONES RIVER RD WB,false,true,6,LEBANON PIKE,"(36.185434, -86.636695)",7,38,1,1,,15807,4,19,3,2005
1359,LEBSPEEM,LEBANON PIKE & SPENCE LN EB,false,false,6,LEBANON PIKE,"(36.153217, -86.72465)",20,11,1,1,1118,15800,7,13,3,2005
1292,LEBCRAWN,LEBANON PIKE & CRAIGMEADE DR WB,true,true,6,LEBANON PIKE,"(36.168174, -86.691162)",8,38,1,1,,15807,4,20,3,2005
1289,LEBCENWF,LEBANON PIKE & CENTRAL PK WB,false,true,6,LEBANON PIKE,"(36.187036, -86.63138)",7,44,1,2,,28805,4,19,3,2005
1296,LEBDONEM,LEBANON PIKE & DONELSON PIKE EB,false,false,6,LEBANON PIKE,"(36.166944, -86.661052)",8,38,1,1,,15807,4,20,3,2005
4660,4AVDEASN,4TH AVE & DEADERICK ST SB,false,false,6,LEBANON PIKE,"(36.165893, -86.780414)",20,29,1,1,,16571,7,13,1,2005
4197,MCSHERM,MUSIC CITY STAR HERMITAGE STATION,true,true,6,LEBANON PIKE,"(36.190235, -86.60561)",26,44,1,2,,28805,4,16,3,2005
1325,LEBLEBEN,LEBANON PIKE & LEBANON PIKE CIR EB,false,false,6,LEBANON PIKE,"(36.153544, -86.718321)",8,11,1,1,,15800,4,20,3,2005
1318,LEBJACEF,LEBANON PIKE & JACKSON DOWNS BLV D,false,false,6,LEBANON PIKE,"(36.182108, -86.640891)",7,38,1,1,,15807,4,19,3,2005
5090,LEBEASWN,LEBANON PIKE & EASTHAVEN TOWNHOMES,false,false,6,LEBANON PIKE,"(36.163373, -86.699707)",8,11,1,1,,15800,4,20,3,2005
4390,LEBQUIEN,LEBANON PIKE & QUINN CR EB,false,false,6,LEBANON PIKE,"(36.15909, -86.704467)",8,11,1,1,,15800,4,20,3,2005
1294,HERDECWN,HERMITAGE AVE & DECATUR AVE WB,false,true,6,LEBANON PIKE,"(36.153648, -86.753553)",20,11,1,1,,15800,7,13,3,2005
4661,4AVUNISN,4TH AVE & UNION ST SB,false,false,6,LEBANON PIKE,"(36.16517, -86.779943)",20,1,1,1,,16169,7,13,1,2005
1303,LEBFESN,LEBANON PIKE & FESSLERS LN WB,false,false,6,LEBANON PIKE,"(36.154424, -86.743072)",20,11,1,1,,15800,7,13,3,2005
4214,ANDTYLSN,ANDREW JACKSON PKWY & TYLER DR SB,false,false,6,LEBANON PIKE,"(36.197588, -86.608678)",27,44,1,2,,28805,4,17,3,2005
1337,LEBBONSF,LEBANON PIKE & BONNA SPRINGS DR SB,false,false,6,LEBANON PIKE,"(36.195357, -86.621937)",7,44,1,2,,28805,4,19,3,2005
4196,MCSDONEL,MUSIC CITY STAR DONELSON STATION,true,true,6,LEBANON PIKE,"(36.166943, -86.666117)",8,38,1,1,,15807,4,20,3,2005
1301,LEBFAIEN,LEBANON PIKE & FAIRWAY DR EB,false,false,6,LEBANON PIKE,"(36.168866, -86.683426)",8,38,1,1,,15807,4,20,3,2005
1341,LEBSPRSN,LEBANON PIKE & SPRING PLACE DR SB,false,true,6,LEBANON PIKE,"(36.174309, -86.647406)",7,38,1,1,,15807,4,19,3,2005
4054,1AVDEMSN,1ST AVE S & DEMONBREUN ST SB,false,false,6,LEBANON PIKE,"(36.16033, -86.773258)",20,29,1,1,50,30396,7,13,1,2005
1332,LEBMONNF,LEBANON PIKE & MONACO DR NB,false,false,6,LEBANON PIKE,"(36.206181, -86.61293)",27,44,1,2,,28805,4,17,3,2005
5094,HERMIDWF,HERMITAGE AVE & MIDDLETON ST WB,false,false,6,LEBANON PIKE,"(36.156129, -86.767343)",20,11,1,1,,15800,7,13,1,2005
1364,LEBTYLNF,LEBANON PIKE & TYLER DR  NB,false,true,6,LEBANON PIKE,"(36.201715, -86.617208)",27,44,1,2,,28805,4,17,3,2005
1313,LEBHICNM,LEBANON PIKE & HICKORY HILL LN NB,false,false,6,LEBANON PIKE,"(36.188823, -86.628212)",7,44,1,2,,28805,4,19,3,2005
1342,LEBPARWM,LEBANON PIKE & PARK DR WB,false,false,6,LEBANON PIKE,"(36.169721, -86.677448)",8,38,1,1,,15807,4,20,3,2005
1361,LEBMUNEN,LEBANON PIKE & MUNN LN EB,false,false,6,LEBANON PIKE,"(36.168641, -86.656204)",7,38,1,1,,15807,4,19,3,2005
5256,LEBRIVWN,LEBANON PIKE & RIVERSTONE BLVD SB,false,false,6,LEBANON PIKE,"(36.170671, -86.653457)",7,38,1,1,,15807,4,19,3,2005
1326,LEBLYNSN,LEBANON PIKE & LYNNMEADE DR SB,false,false,6,LEBANON PIKE,"(36.161355, -86.701771)",8,11,1,1,,15800,4,20,3,2005
320,ANDDESNN,ANDREW JACKSON PKWY & DES MOINES DR,false,false,6,LEBANON PIKE,"(36.209543, -86.601961)",26,44,1,2,114,28805,4,16,3,2005
4066,LEBDONWN,LEBANON PIKE & DONELSON PIKE WB,false,true,6,LEBANON PIKE,"(36.167726, -86.663188)",8,38,1,1,,15807,4,20,3,2005
2149,HEAD,HEAD MIDDLE SCHOOL,false,false,6,LEBANON PIKE,"(36.158034, -86.804426)",25,40,1,1,,30406,7,15,6,2005
2722,2AVCOMNN,2ND AVE N & COMMERCE ST NB,false,false,6,LEBANON PIKE,"(36.163214, -86.775995)",20,29,1,1,50,30396,7,13,1,2005
5091,LEBOMOWF,LEBANON PIKE & OMOHUNDRO DR WB,false,false,6,LEBANON PIKE,"(36.157039, -86.709045)",8,11,1,1,,15800,4,20,3,2005
1335,LEBOMOWN,LEBANON PIKE & OMOHUNDRO PL WB,false,false,6,LEBANON PIKE,"(36.153681, -86.733762)",20,11,1,1,,15800,7,13,3,2005
4208,ANDRSQNN,ANDREW JACKSON PKWY & RACHELS SQUARE DR NB,false,false,6,LEBANON PIKE,"(36.201372, -86.607401)",26,44,1,2,712,28805,4,16,3,2005
1354,LEBANDWM,LEBANON PIKE & ANDREW JACKSON PKWY,false,true,6,LEBANON PIKE,"(36.215305, -86.602305)",27,44,1,2,,18487,4,17,3,2005
1287,LEBBRIEM,LEBANON PIKE & BRILEY PKWY EB,false,false,6,LEBANON PIKE,"(36.168582, -86.685922)",8,38,1,1,,15807,4,20,3,2005
1333,LEBMONSN,LEBANON PIKE & MONACO DR SB,false,false,6,LEBANON PIKE,"(36.20624, -86.613246)",27,44,1,2,,28805,4,17,3,2005
1121,HERDRISF,HERMITAGE AVE & DRIFTWOOD ST SB,false,true,6,LEBANON PIKE,"(36.154729, -86.75842)",20,11,1,1,,15800,7,13,3,2005
5338,BAILSCHL,BAILEY MAGNET SCHOOL,false,false,6,LEBANON PIKE,"(36.188416, -86.733916)",14,4,1,1,13,15548,7,7,2,2005
4429,MCC5_2,MUSIC CITY CENTRAL 5TH - BAY 2,false,true,6,LEBANON PIKE,"(36.166259, -86.781861)",20,1,1,1,50,16169,7,13,1,2005
3867,UNI3AWF,UNION ST & 3RD AVE N WB,false,true,6,LEBANON PIKE,"(36.165558, -86.778849)",20,29,1,1,,30396,7,13,1,2005
1123,HERKEIEN,HERMITAGE AVE & KEITH ST EB,false,false,6,LEBANON PIKE,"(36.15332, -86.751144)",20,11,1,1,,15800,7,13,3,2005
