Stop ID Number,Stop Abbreviation,StopName,Shelter,Bench,Route Number,Route Name,Mapped Location,Council District Outlines (GIS),Zip Codes (GIS),Davidson County Border (GIS),Service Districts (GIS),:@computed_region_cfa7_hbpz,:@computed_region_sjpq_96s8,:@computed_region_f73m_vb2k,:@computed_region_c9xn_skx3,:@computed_region_gisn_y5cm,:@computed_region_v3ji_vzam
4679,BRAHEANF,BRANSFORD AVE & HEATHER PL NB,false,false,1,100 OAKS,"(36.113067, -86.766875)",18,25,1,2,,30813,9,11,5,2005
587,CHA7AEN,CHARLOTTE AVE & 7TH AVE N EB,false,false,1,100 OAKS,"(36.164738, -86.784418)",20,40,1,1,,30406,7,13,1,2005
4682,POWPOWSN,POWELL AVE & POWELL PL SB,false,false,1,100 OAKS,"(36.108423, -86.765856)",9,25,1,1,,30813,9,21,5,2005
590,CHA8AWN,CHARLOTTE AVE & 8TH AVE N WB,false,true,1,100 OAKS,"(36.164393, -86.785451)",20,40,1,1,,16169,7,13,1,2005
270,8ADEMNN,8TH AVE S & DEMONBREUN ST NB,false,false,1,100 OAKS,"(36.156777, -86.78067)",20,40,1,1,,30406,7,13,1,2005
1788,100OAKS,100 OAKS MALL,true,true,1,100 OAKS,"(36.106851, -86.762639)",9,25,1,1,,30813,9,21,5,2005
4637,MARMOONN,MARTIN ST & MOORE AVE NB,false,false,1,100 OAKS,"(36.137435, -86.769864)",18,40,1,1,625,30406,7,11,5,2005
4177,6THLAFNN,6TH AVE & LAFAYETTE,false,false,1,100 OAKS,"(36.152857, -86.775233)",20,40,1,1,,30406,7,13,1,2005
4431,MCC5_11,MUSIC CITY CENTRAL 5TH - BAY 11,true,false,1,100 OAKS,"(36.16659, -86.781996)",20,1,1,1,50,16169,7,13,1,2005
1419,MARWEDSN,MARTIN ST & WEDGEWOOD AVE SB,false,false,1,100 OAKS,"(36.133607, -86.770473)",18,40,1,1,625,30406,7,11,5,2005
263,8ABRONM,8TH AVE S & BROADWAY AVE NB,false,false,1,100 OAKS,"(36.159688, -86.782557)",20,40,1,1,50,30406,7,13,1,2005
4935,POWBRASF,POWELL AVE & BRANSFORD AVE SB,false,false,1,100 OAKS,"(36.109932, -86.766778)",9,25,1,1,,30813,9,21,5,2005
461,BRAROSNN,BRANSFORD AVE & ROSEDALE AVE NB,false,false,1,100 OAKS,"(36.124624, -86.765827)",18,25,1,2,,30813,9,11,5,2005
247,6AOAKSN,6TH AVE S & OAK ST SB,false,false,1,100 OAKS,"(36.148073, -86.772303)",18,40,1,1,,30406,7,11,5,2005
4412,MCC4_21,MUSIC CITY CENTRAL 4TH - BAY 21,true,false,1,100 OAKS,"(36.166688, -86.781614)",20,1,1,1,50,16169,7,13,1,2005
352,FORVINSM,FORT NEGLEY BLVD & VINE ST SB,false,false,1,100 OAKS,"(36.146517, -86.776445)",18,40,1,1,,30406,7,11,5,2005
4415,MCC4_13,MUSIC CITY CENTRAL 4TH - BAY 13,true,false,1,100 OAKS,"(36.16642, -86.781199)",20,1,1,1,50,16169,7,13,1,2005
5232,7AVCOMSN,7TH AVE & COMMERCE ST SB,false,false,1,100 OAKS,"(36.160875, -86.781861)",20,40,1,1,50,30406,7,13,1,2005
463,BRAWEDNN,BRANSFORD AVE & WEDGEWOOD AVE NB,false,false,1,100 OAKS,"(36.132468, -86.768817)",18,25,1,1,126,30813,9,11,5,2005
4634,MARMOOSF,MARTIN ST & MOORE AVE SB,false,false,1,100 OAKS,"(36.137462, -86.76992)",18,40,1,1,625,30406,7,11,5,2005
4639,HAMFORWN,HAMILTON AVE & FORTNEGLY BLVD WB,false,false,1,100 OAKS,"(36.139204, -86.774932)",18,40,1,1,,30406,7,11,5,2005
588,CHA7AWN,CHARLOTTE AVE & 7TH AVE N WB,true,false,1,100 OAKS,"(36.165, -86.78406)",20,40,1,1,,16169,7,13,1,2005
4174,8AVCHANM,8TH AVE N & CHARLOTTE AVE NB,false,false,1,100 OAKS,"(36.163688, -86.785114)",20,40,1,1,,30406,7,13,1,2005
4641,OAK6AEN,OAK ST & 6TH AVE  EB,false,false,1,100 OAKS,"(36.147963, -86.772183)",18,40,1,1,,30406,7,11,5,2005
4619,HAMFOREF,HAMILTON AVE & FORT NEGLEY BLVD EB,false,false,1,100 OAKS,"(36.139159, -86.77501)",18,40,1,1,,30406,7,11,5,2005
540,CHA10AEN,CHARLOTTE AVE & 10TH AVE N EB,false,true,1,100 OAKS,"(36.163286, -86.787885)",20,40,1,1,,30406,7,13,1,2005
889,FORCHENM,FORT NEGLEY BLVD & CHESTNUT ST NB,false,false,1,100 OAKS,"(36.14632, -86.776322)",18,40,1,1,,30406,7,11,5,2005
4431,MCC5_11,MUSIC CITY CENTRAL 5TH - BAY 11,true,false,1,100 OAKS,"(36.16659, -86.781996)",20,1,1,1,50,16169,7,13,1,2005
4435,MCC5_10,MUSIC CITY CENTRAL 5TH - BAY 10,true,true,1,100 OAKS,"(36.16667, -86.78167)",20,1,1,1,50,16169,7,13,1,2005
4618,FORCHESN,FORT NEGLEY BLVD & CHESTNUT ST SB,false,false,1,100 OAKS,"(36.14215, -86.775795)",18,40,1,1,,30406,7,11,5,2005
1792,POWPOWNM,POWELL AVE & POWELL PL NB,false,false,1,100 OAKS,"(36.108232, -86.765569)",9,25,1,1,,30813,9,21,5,2005
265,8ABROSN,8TH AVE S & BROADWAY AVE SB,true,false,1,100 OAKS,"(36.159008, -86.782225)",20,40,1,1,50,30406,7,13,1,2005
1788,100OAKS,100 OAKS MALL,true,true,1,100 OAKS,"(36.106851, -86.762639)",9,25,1,1,,30813,9,21,5,2005
2207,BRACRASN,BRANSFORD AVE & CRAIGHEAD ST SB,false,false,1,100 OAKS,"(36.126148, -86.766278)",18,25,1,1,,30813,9,11,5,2005
1785,BRAEIRNN,BRANSFORD AVE & EAST IRIS DR NB,false,true,1,100 OAKS,"(36.116603, -86.76628)",18,25,1,2,,30813,9,11,5,2005
541,CXONGULC,11TH AVE / N GULCH STATION OUTBOUND,false,false,1,100 OAKS,"(36.162249, -86.790464)",20,40,1,1,,30406,7,13,1,2005
4635,BRALIGSF,BRANSFORD AVE & LIGON DR SB,false,false,1,100 OAKS,"(36.121755, -86.765561)",18,25,1,2,,30813,9,11,5,2005
4636,MARWEDNF,MARTIN ST & WEDGEWOOD AVE NB,false,false,1,100 OAKS,"(36.133837, -86.770346)",18,40,1,1,625,30406,7,11,5,2005
4141,8AVUNINN,8TH AVE N & UNION ST NB,false,false,1,100 OAKS,"(36.162858, -86.784621)",20,40,1,1,,30406,7,13,1,2005
460,BRAROSSF,BRANSFORD AVE  & ROSEDALE AVE SB,false,false,1,100 OAKS,"(36.124353, -86.765931)",18,25,1,2,,30813,9,11,5,2005
262,8ABRONN,8TH AVE S & BROADWAY AVE NB,false,false,1,100 OAKS,"(36.158776, -86.7819)",20,40,1,1,,30406,7,13,1,2005
4621,BRAWIRSF,BRANSFORD AVE & WEST IRIS DR SB,false,false,1,100 OAKS,"(36.116201, -86.766448)",18,25,1,2,,30813,9,11,5,2005
4244,CHA6AEN,CHARLOTTE AVE & 6TH AVE EB,false,false,1,100 OAKS,"(36.165233, -86.783252)",20,1,1,1,,16571,7,13,1,2005
456,BRABENNN,BRANSFORD AVE & BENTON AVE NB,false,false,1,100 OAKS,"(36.131533, -86.768317)",18,25,1,1,,30813,9,11,5,2005
288,8ADEMSN,8TH AVE S & DEMONBREUN ST SB,false,false,1,100 OAKS,"(36.156975, -86.780929)",20,40,1,1,,30406,7,13,1,2005
1787,BRABERNM,BRANSFORD AVE & BERRY RD NB,false,false,1,100 OAKS,"(36.121603, -86.765494)",18,25,1,2,,15803,9,11,5,2005
4731,CXINGULC,11TH AVE / N GULCH STATION INBOUND,false,false,1,100 OAKS,"(36.162295, -86.789985)",20,40,1,1,,30406,7,13,1,2005
4620,HAMMAREN,HAMILTON & MARTIN EB,false,false,1,100 OAKS,"(36.138623, -86.769774)",18,40,1,1,625,30406,7,11,5,2005
5231,7AVUNISM,7TH AVE & UNION ST SB,true,false,1,100 OAKS,"(36.163822, -86.783791)",20,1,1,1,,30406,7,13,1,2005
4140,7AVCHUSN,7TH AVE N & CHURCH ST SB,false,false,1,100 OAKS,"(36.162206, -86.78277)",20,40,1,1,50,30406,7,13,1,2005
4431,MCC5_11,MUSIC CITY CENTRAL 5TH - BAY 11,true,false,1,100 OAKS,"(36.16659, -86.781996)",20,1,1,1,50,16169,7,13,1,2005
454,BRACRANF,BRANSFORD AVE & CRAIGHEAD ST NB,false,false,1,100 OAKS,"(36.12615, -86.765965)",18,40,1,1,,30813,9,11,5,2005
452,BRABENSF,BRANSFORD AVE & BENTON AVE SB,false,false,1,100 OAKS,"(36.131479, -86.768385)",18,25,1,1,,30813,9,11,5,2005
4640,FORCHENN,FORTNEGLEY BLVD & CHESTNUT ST NB,false,false,1,100 OAKS,"(36.142079, -86.775739)",18,40,1,1,,30406,7,11,5,2005
4638,MARHAMNN,MARTIN ST & HAMILTON AVE NB,false,false,1,100 OAKS,"(36.138623, -86.769706)",18,40,1,1,625,30406,7,11,5,2005
4469,LAFEWIEN,LAFAYETTE ST & EWING AVE SB,false,true,1,100 OAKS,"(36.15333, -86.775805)",20,40,1,1,,30406,7,13,1,2005
1991,WEDBRAEN,WEDGEWOOD AVE & BRANSFORD AVE EB,false,false,1,100 OAKS,"(36.133255, -86.769002)",18,40,1,1,625,30813,9,11,5,2005
38,12AHAWSN,12TH AVE S & HAWKINS ST SB,false,true,2,BELMONT,"(36.148669, -86.785136)",20,40,1,1,624,30406,7,13,5,2005
1154,HILRICSF,HILLSBORO PIKE & RICHARD JONES RD S,false,true,2,BELMONT,"(36.10454, -86.814989)",11,47,1,1,,15809,6,23,8,2005
288,8ADEMSN,8TH AVE S & DEMONBREUN ST SB,false,false,2,BELMONT,"(36.156975, -86.780929)",20,40,1,1,,30406,7,13,1,2005
96,18AACKNN,18TH AVE S & ACKLEN AVE NB,false,true,2,BELMONT,"(36.135033, -86.796966)",19,36,1,1,628,15804,6,12,5,2005
4412,MCC4_21,MUSIC CITY CENTRAL 4TH - BAY 21,true,false,2,BELMONT,"(36.166688, -86.781614)",20,1,1,1,50,16169,7,13,1,2005
4174,8AVCHANM,8TH AVE N & CHARLOTTE AVE NB,false,false,2,BELMONT,"(36.163688, -86.785114)",20,40,1,1,,30406,7,13,1,2005
1866,SHAEDEEN,SHACKLEFORD RD & EDEN AVE EB,false,false,2,BELMONT,"(36.101493, -86.804302)",11,47,1,1,,15809,6,23,5,2005
1143,BELCLASM,BELMONT BLVD & CLAYTON AVE SB,false,false,2,BELMONT,"(36.118505, -86.796447)",19,36,1,1,628,15804,6,12,5,2005
394,BELCLISF,BELMONT BLVD & CLIFTON LN SB,false,false,2,BELMONT,"(36.114409, -86.799921)",11,47,1,1,,15809,6,23,5,2005
85,MAGWEDNM,MAGNOLIA BLVD & WEDGEWOOD AVE NB,false,true,2,BELMONT,"(36.135908, -86.796114)",19,36,1,1,,15804,6,12,5,2005
390,BELCEDSN,BELMONT BLVD & CEDAR LN SB,false,false,2,BELMONT,"(36.120904, -86.795124)",19,36,1,1,628,15804,6,12,5,2005
4439,LPSCI,LIPSCOMB UNIVERSITY,true,false,2,BELMONT,"(36.102449, -86.801488)",11,47,1,1,,30813,6,23,5,2005
419,BELLINNN,BELMONT BLVD & LINDEN AVE NB,false,false,2,BELMONT,"(36.127805, -86.794299)",19,36,1,1,623,15804,6,12,5,2005
1152,HILHLSNN,HILLSBORO CIR & HILLSBORO DR NB,false,true,2,BELMONT,"(36.102092, -86.819413)",11,47,1,1,,15809,6,23,8,2005
1809,RICLONEN,RICHARD JONES RD & LONE OAK RD EB,false,true,2,BELMONT,"(36.104296, -86.809189)",11,47,1,1,,15809,6,23,5,2005
3261,BELGLENN,BELMONT BLVD & GLEN ECHO RD NB,false,false,2,BELMONT,"(36.10712, -86.800693)",11,47,1,1,635,15809,6,23,5,2005
78,16AEDGNM,16TH AVE S & EDGEHILL AVE NB,false,true,2,BELMONT,"(36.142981, -86.793177)",18,36,1,1,,15804,7,11,5,2005
801,DIV9AEF,DIVISION ST & 9TH AVE S EB,false,false,2,BELMONT,"(36.149953, -86.780623)",20,40,1,1,,30406,7,13,1,2005
1137,HILBANNF,HILLSBORO CIR & BANDYWOOD DR NB,false,false,2,BELMONT,"(36.105448, -86.819398)",11,47,1,1,,15809,6,23,8,2005
427,BELNONSN,BELMONT BLVD & N OBSERVATORY DR SB,false,false,2,BELMONT,"(36.10647, -86.800927)",11,47,1,1,,15809,6,23,5,2005
4613,BELBERNN,BELMONT BLVD & BERNARD AVE NB,false,false,2,BELMONT,"(36.131801, -86.79544)",19,36,1,1,,15804,6,12,5,2005
839,EDG15AEN,EDGEHILL AVE & 15TH AVE S EB,false,false,2,BELMONT,"(36.14307, -86.790822)",18,36,1,1,624,15804,7,11,5,2005
840,EDG16AWN,EDGE HILL AVE & 16TH AVE S WB,false,false,2,BELMONT,"(36.143389, -86.793012)",20,36,1,1,,15804,7,13,5,2005
418,BELLINSN,BELMONT BLVD & LINDEN AVE SB,false,false,2,BELMONT,"(36.127533, -86.794352)",19,36,1,1,628,15804,6,12,5,2005
3259,BELOBSNN,BELMONT BLVD & N OBSERVATORY DR NB,false,false,2,BELMONT,"(36.104271, -86.801354)",11,25,1,1,,30813,6,23,5,2005
1868,SHAORIWN,SHACKLEFORD RD & ORIOLE PL WB,false,false,2,BELMONT,"(36.101859, -86.807283)",11,47,1,1,,15809,6,23,5,2005
4924,BELGLESN,BELMONT BLVD & GLEN ECHO RD SB,false,false,2,BELMONT,"(36.107405, -86.800794)",11,47,1,1,635,15809,6,23,5,2005
39,12AHAWNN,12TH AVE S & HAWKINS ST NB,false,true,2,BELMONT,"(36.148383, -86.785282)",20,40,1,1,624,30406,7,13,5,2005
4244,CHA6AEN,CHARLOTTE AVE & 6TH AVE EB,false,false,2,BELMONT,"(36.165233, -86.783252)",20,1,1,1,,16571,7,13,1,2005
1803,RICHILWM,RICHARD JONES RD & HILLMONT DR WB,false,true,2,BELMONT,"(36.104638, -86.811418)",11,47,1,1,,15809,6,23,5,2005
364,BELASHSN,BELMONT BLVD & ASHWOOD AVE SB,false,false,2,BELMONT,"(36.128908, -86.795272)",19,36,1,1,,15804,6,12,5,2005
4430,MCC5_7,MUSIC CITY CENTRAL 5TH - BAY 7,true,true,2,BELMONT,"(36.166804, -86.781446)",20,1,1,1,50,16169,7,13,1,2005
19,12AARCSM,12TH AVE S & ARCHER ST SB,false,false,2,BELMONT,"(36.144535, -86.786549)",18,40,1,1,624,30406,7,11,5,2005
308,ABBHILEM,ABBOTT MARTIN RD & HILLSBORO PIKE E,true,false,2,BELMONT,"(36.106285, -86.818123)",11,47,1,1,,15809,6,23,8,2005
397,BELCOMNN,BELMONT BLVD & COMPTON AVE NB,false,false,2,BELMONT,"(36.13089, -86.795485)",19,36,1,1,,15804,6,12,5,2005
369,BELBEESN,BELMONT BLVD & BEECHWOOD AVE SB,false,false,2,BELMONT,"(36.126072, -86.794062)",19,36,1,1,628,15804,6,12,5,2005
54,12ASOUSN,12TH AVE S & SOUTH ST SB,false,false,2,BELMONT,"(36.147571, -86.785719)",20,36,1,1,624,30406,7,13,5,2005
4820,PORBMNMB,PORTLAND AVE & BELMONT BLVD WB,false,false,2,BELMONT,"(36.133051, -86.797021)",19,36,1,1,628,15804,6,12,5,2005
439,BELWILSN,BELMONT BLVD & WILDWOOD AVE SB,false,false,2,BELMONT,"(36.122719, -86.794741)",19,36,1,1,628,15804,6,12,5,2005
3257,ABBHILEN,ABBOTT MARTIN RD & HILLSBORO PIKE E,false,false,2,BELMONT,"(36.105872, -86.814197)",11,47,1,1,,15809,6,23,8,2005
272,8ADIVSN,8TH AVE S & DIVISION ST SB,false,false,2,BELMONT,"(36.150067, -86.779301)",20,40,1,1,,30406,7,13,1,2005
267,8ADRESN,8TH AVE S & DREXEL ST SB,false,false,2,BELMONT,"(36.152687, -86.779394)",20,40,1,1,,30406,7,13,1,2005
1151,HILWARSN,HILLSBORO PIKE & WARFIELD DR SB,false,true,2,BELMONT,"(36.103402, -86.816082)",11,47,1,1,,15809,6,23,8,2005
4141,8AVUNINN,8TH AVE N & UNION ST NB,false,false,2,BELMONT,"(36.162858, -86.784621)",20,40,1,1,,30406,7,13,1,2005
55,12ASOUNN,12TH AVE S & SOUTH ST NB,true,false,2,BELMONT,"(36.147008, -86.785776)",18,40,1,1,624,30406,7,11,5,2005
5231,7AVUNISM,7TH AVE & UNION ST SB,true,false,2,BELMONT,"(36.163822, -86.783791)",20,1,1,1,,30406,7,13,1,2005
1867,SHALONWN,SHACKLEFORD RD & LONE OAK RD WB,false,false,2,BELMONT,"(36.102139, -86.808542)",11,47,1,1,,15809,6,23,5,2005
392,BELCLMSF,BELMONT BLVD & CLAIRMONT PL SB,false,false,2,BELMONT,"(36.111923, -86.800279)",11,47,1,1,,15809,6,23,5,2005
805,DIVOVEWN,DIVISION ST & OVERTON ST WB,false,false,2,BELMONT,"(36.150901, -86.782389)",20,40,1,1,,30406,7,13,1,2005
86,MAGDORNN,MAGNOLIA BLVD & DOROTHY PL NB,false,true,2,BELMONT,"(36.137078, -86.794499)",18,36,1,1,,15804,7,11,5,2005
2946,8ADRENN,8TH AVE S & DREXELL ST NB,false,false,2,BELMONT,"(36.152723, -86.779259)",20,40,1,1,,30406,7,13,1,2005
398,BELDELSN,BELMONT BLVD & DELMAR AVE SB,false,false,2,BELMONT,"(36.130506, -86.795588)",19,36,1,1,,15804,6,12,5,2005
91,17AHORSM,17TH AVE S & HORTON AVE SB,false,false,2,BELMONT,"(36.139775, -86.795251)",18,36,1,1,,15804,6,11,5,2005
262,8ABRONN,8TH AVE S & BROADWAY AVE NB,false,false,2,BELMONT,"(36.158776, -86.7819)",20,40,1,1,,30406,7,13,1,2005
4430,MCC5_7,MUSIC CITY CENTRAL 5TH - BAY 7,true,true,2,BELMONT,"(36.166804, -86.781446)",20,1,1,1,50,16169,7,13,1,2005
83,16AHORNM,16TH AVE S & HORTON AVE NB,false,false,2,BELMONT,"(36.138963, -86.79395)",18,36,1,1,,15804,7,11,5,2005
95,18AACKSN,18TH AVE S & ACKLEN AVE SB,false,true,2,BELMONT,"(36.135158, -86.7971)",19,36,1,1,628,15804,6,12,5,2005
4439,LPSCI,LIPSCOMB UNIVERSITY,true,false,2,BELMONT,"(36.102449, -86.801488)",11,47,1,1,,30813,6,23,5,2005
393,BELCLANN,BELMONT BLVD & CLAIRMONT PL NB,false,false,2,BELMONT,"(36.111776, -86.800132)",11,47,1,1,,15809,6,23,5,2005
89,17AEDGSM,17TH AVE S & EDGEHILL AVE SB,false,false,2,BELMONT,"(36.142257, -86.794758)",18,36,1,1,,15804,6,11,5,2005
263,8ABRONM,8TH AVE S & BROADWAY AVE NB,false,false,2,BELMONT,"(36.159688, -86.782557)",20,40,1,1,50,30406,7,13,1,2005
441,BELWOONF,BELMONT BLVD & WOODMONT BLVD NB,false,false,2,BELMONT,"(36.113644, -86.799885)",11,47,1,1,,15809,6,23,5,2005
399,BELFERNN,BELMONT BLVD & FERGUSON AVE NB,false,false,2,BELMONT,"(36.11955, -86.795573)",19,36,1,1,628,15804,6,12,5,2005
400,BELGALNM,BELMONT BLVD & GALE LN NB,false,false,2,BELMONT,"(36.11825, -86.79651)",19,36,1,1,628,15804,6,12,5,2005
265,8ABROSN,8TH AVE S & BROADWAY AVE SB,true,false,2,BELMONT,"(36.159008, -86.782225)",20,40,1,1,50,30406,7,13,1,2005
5232,7AVCOMSN,7TH AVE & COMMERCE ST SB,false,false,2,BELMONT,"(36.160875, -86.781861)",20,40,1,1,50,30406,7,13,1,2005
33,12AEDGSN,12TH AVE S & EDGEHILL AVE SB,false,true,2,BELMONT,"(36.142972, -86.787031)",18,40,1,1,624,15804,7,11,5,2005
401,BELGRASN,BELMONT BLVD & GRAYBAR LN SB,false,false,2,BELMONT,"(36.110438, -86.800429)",11,47,1,1,,15809,6,23,5,2005
94,17ADORSN,17TH AVE S & DOROTHY PL SB,false,false,2,BELMONT,"(36.137623, -86.795609)",18,36,1,1,,15804,6,11,5,2005
1389,LONRICSM,LONE OAK RD & RICHARD JONES RD SB,false,false,2,BELMONT,"(36.102987, -86.808924)",11,47,1,1,,15809,6,23,5,2005
429,BELPARNN,BELMONT BLVD & PARIS AVE NB,false,false,2,BELMONT,"(36.122205, -86.794718)",19,36,1,1,628,15804,6,12,5,2005
18,12AARCSN,12TH AVE S & ARCHER ST SB,false,false,2,BELMONT,"(36.145597, -86.786258)",18,40,1,1,624,30406,7,11,5,2005
402,BELGVINN,BELMONT BLVD & GRAND VIEW LN NB,false,false,2,BELMONT,"(36.108796, -86.800523)",11,47,1,1,635,15809,6,23,5,2005
1807,RICHISEM,RICHARD JONES RD & HILLSBORO PIKE E,false,true,2,BELMONT,"(36.10453, -86.812308)",11,47,1,1,,15809,6,23,5,2005
308,ABBHILEM,ABBOTT MARTIN RD & HILLSBORO PIKE E,true,false,2,BELMONT,"(36.106285, -86.818123)",11,47,1,1,,15809,6,23,8,2005
31,12ADIVNN,12TH AVE S & DIVISION ST NB,false,false,2,BELMONT,"(36.150705, -86.784306)",20,40,1,1,,30406,7,13,1,2005
1153,HILHOBSN,HILLSBORO PIKE & HOBBS RD SB,false,true,2,BELMONT,"(36.100989, -86.818813)",11,47,1,1,,15809,6,23,8,2005
363,BEL17AEN,BELMONT AVE & 17TH AVE S EB,false,false,2,BELMONT,"(36.132667, -86.795676)",19,36,1,1,,15804,6,12,5,2005
403,BELGRANN,BELMONT BLVD & GRAYBAR LN NB,false,false,2,BELMONT,"(36.110166, -86.800352)",11,47,1,1,635,15809,6,23,5,2005
368,BELBATNN,BELMONT BLVD & BATTLEFIELD DR NB,false,false,2,BELMONT,"(36.115723, -86.798618)",11,47,1,1,,15809,6,23,5,2005
270,8ADEMNN,8TH AVE S & DEMONBREUN ST NB,false,false,2,BELMONT,"(36.156777, -86.78067)",20,40,1,1,,30406,7,13,1,2005
4117,12ADIVSF,12TH AVE S & DIVISION ST SB,false,false,2,BELMONT,"(36.151044, -86.784362)",20,40,1,1,,30406,7,13,1,2005
803,DIVMAGEF,DIVISION ST & MAGAZINE ST EB,false,false,2,BELMONT,"(36.150857, -86.782815)",20,40,1,1,,30406,7,13,1,2005
4821,EDG12AEN,EDGEHILL AVE & 12TH AVE S EB,false,false,2,BELMONT,"(36.142785, -86.787917)",18,36,1,1,624,15804,7,11,5,2005
3263,BELBEENN,BELMONT BLVD & BEECHWOOD AVE NB,false,false,2,BELMONT,"(36.125658, -86.794015)",19,36,1,1,628,15804,6,12,5,2005
1804,RICHILWN,RICHARD JONES RD & HILLSBORO PIKE W,false,true,2,BELMONT,"(36.104769, -86.813381)",11,47,1,1,,15809,6,23,5,2005
434,BELNOBSN,BELMONT BLVD & N OBSERVATORY DR SB,false,false,2,BELMONT,"(36.104432, -86.801421)",11,47,1,1,,15809,6,23,5,2005
1805,RICLONWF,RICHARD JONES & LONE OAK RD WB,false,false,2,BELMONT,"(36.104457, -86.809144)",11,47,1,1,,15809,6,23,5,2005
82,16AHORNN,16TH AVE S & HORTON AVE NB,false,true,2,BELMONT,"(36.140614, -86.793636)",18,36,1,1,,15804,7,11,5,2005
1865,SHAEDEWN,SHACKLEFORD RD & EDEN AVE WB,false,false,2,BELMONT,"(36.101525, -86.804094)",11,47,1,1,,15809,6,23,5,2005
838,EDG14AEN,EDGEHILL AVE & 14TH AVE S EB,false,false,2,BELMONT,"(36.142945, -86.789543)",18,36,1,1,624,15804,7,11,5,2005
2053,WHIBURNN,WHITE BRIDGE PIKE & BURGESS AVE NB,false,true,3,WEST END - WHITE BRIDGE,"(36.14454, -86.857812)",10,46,1,1,5,15798,5,22,8,2005
2009,WES25AWN,WEST END AVE & 25TH AVE S WB,false,true,3,WEST END - WHITE BRIDGE,"(36.147202, -86.808104)",25,40,1,1,,30406,7,15,5,2005
2032,WESKENEN,WEST END AVE & KENNER AVE EB,false,true,3,WEST END - WHITE BRIDGE,"(36.125704, -86.846553)",10,5,1,1,,30816,6,22,8,2005
2081,WHISTOSN,WHITE BRIDGE PIKE & STONEWAY TRL SB,false,true,3,WEST END - WHITE BRIDGE,"(36.136551, -86.858142)",10,46,1,1,,15798,5,22,8,2005
4274,WESLOUEN,WEST END AVE & LOUISE AVE EB,false,false,3,WEST END - WHITE BRIDGE,"(36.149248, -86.803507)",19,36,1,1,,15804,6,12,5,2005
2084,WHIVINNN,WHITE BRIDGE PIKE & VINERIDGE DR NB,true,true,3,WEST END - WHITE BRIDGE,"(36.135293, -86.858198)",10,46,1,1,,30816,5,22,8,2005
2004,WES23AWN,WEST END AVE & 23RD AVE S WB,true,false,3,WEST END - WHITE BRIDGE,"(36.149007, -86.804449)",25,40,1,1,,30406,7,15,5,2005
2029,WESELMWF,WEST END AVE & ELMINGTON AVE WB,false,false,3,WEST END - WHITE BRIDGE,"(36.135304, -86.823686)",10,5,1,1,,30816,5,22,8,2005
2055,WHICORNN,WHITE BRIDGE PIKE & CORBETT LN NB,false,false,3,WEST END - WHITE BRIDGE,"(36.143074, -86.857625)",10,46,1,1,5,15798,5,22,8,2005
2028,WESELMEN,WEST END AVE & ELMINGTON AVE EB,false,true,3,WEST END - WHITE BRIDGE,"(36.13499, -86.823993)",10,5,1,1,,30816,6,22,8,2005
1998,WES19AWN,WEST END AVE & 19TH AVE N WB,false,true,3,WEST END - WHITE BRIDGE,"(36.152427, -86.797305)",25,40,1,1,,30406,7,15,5,2005
2040,WES440WN,WEST END AVE & I-440 RAMP WB,false,true,3,WEST END - WHITE BRIDGE,"(36.138788, -86.819808)",25,40,1,1,,30406,6,15,5,2005
1999,WES19AEN,WEST END AVE & 19TH AVE S EB,true,true,3,WEST END - WHITE BRIDGE,"(36.152168, -86.797482)",20,40,1,1,,30406,6,13,5,2005
1071,WESLAUEF,WEST END AVE & LAUDERDALE RD EB,false,true,3,WEST END - WHITE BRIDGE,"(36.130596, -86.836713)",10,5,1,1,,30816,6,22,8,2005
1099,HARWILEN,WEST END AVE & WILSON BLVD EB,false,true,3,WEST END - WHITE BRIDGE,"(36.131353, -86.834471)",10,5,1,1,,30816,6,22,8,2005
2018,WES31AWN,WEST END AVE & 31ST AVE N WB,false,true,3,WEST END - WHITE BRIDGE,"(36.142673, -86.815493)",25,40,1,1,,30406,6,15,5,2005
2022,WESBOWEN,WEST END AVE & BOWLING AVE EB,false,true,3,WEST END - WHITE BRIDGE,"(36.13431, -86.825638)",10,5,1,1,631,30816,6,22,8,2005
2019,WESACKEN,WEST END AVE & ACKLEN PARK DR EB,false,true,3,WEST END - WHITE BRIDGE,"(36.140655, -86.817567)",19,40,1,1,,30406,6,12,5,2005
2026,WESCRAEN,WEST END AVE & CRAIGHEAD AVE EB,false,true,3,WEST END - WHITE BRIDGE,"(36.133523, -86.828013)",10,5,1,1,,30816,6,22,8,2005
2013,WES28AEM,WEST END AVE & 28TH AVE S EB,false,true,3,WEST END - WHITE BRIDGE,"(36.145389, -86.81158)",19,40,1,1,,30406,6,12,5,2005
2078,WHIBROEF,WHITE BRIDGE PIKE & BROOKWOOD TR SB,false,true,3,WEST END - WHITE BRIDGE,"(36.129227, -86.854225)",10,5,1,1,,30816,5,22,8,2005
2082,WHIBROSN,WHITE BRIDGE PIKE & BROOKWOOD PL SB,false,true,3,WEST END - WHITE BRIDGE,"(36.132243, -86.857816)",10,46,1,1,,30816,5,22,8,2005
2011,WESNATWN,WEST END AVE & NATCHEZ TR WB,false,true,3,WEST END - WHITE BRIDGE,"(36.146487, -86.809573)",25,40,1,1,,30406,6,15,5,2005
